Theta	Angle	Distance	Heading	Roll	Pitch	Voltage
-9	22	426.30	39	-1	-2	6.92	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.93	37.3248600	-121.9820800	0	0
48	0	0.00	0	0	0	0.00	0.0000000	-3.7804110	0	0
-9	22	426.30	39	-1	-2	6.94	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.93	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.92	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.90	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.88	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.86	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.84	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.81	37.3248600	-121.9820800	0	0
-10	22	426.30	40	-1	-2	6.77	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.74	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.69	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.65	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.60	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.54	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.49	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.43	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.37	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.37	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.29	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.22	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.15	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.09	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	6.02	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.96	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.90	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.84	37.3248600	-121.9820800	0	0
-10	22	426.30	40	-1	-2	5.78	37.3248600	-121.9820800	0	0
-10	22	426.30	40	-1	-2	5.72	37.3248600	-121.9820800	0	0
-10	22	426.30	40	-1	-2	5.66	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.61	37.3248600	-121.9820800	0	0
-10	22	426.30	40	-1	-2	5.55	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.50	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.45	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.40	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.35	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.31	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.26	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.22	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.22	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.18	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.15	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.11	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.07	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.04	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	5.01	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	4.98	37.3248600	-121.9820800	0	0
-9	22	426.30	39	-1	-2	4.95	37.3248600	-121.9820800	0	0
-10	21	426.44	39	-1	-2	4.63	37.3248560	-121.9820700	0	80
-10	21	426.44	39	-1	-2	4.63	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.63	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.64	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-11	21	426.44	41	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	80
-10	21	426.44	40	-1	-2	4.65	37.3248560	-121.9820700	0	82
